class,cap-shape,cap-surface,cap-color,gill-attachment,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,habitat
e,x,s,w,f,w,w,p,w,o,g
e,x,f,n,f,g,p,p,w,o,d
e,f,s,w,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
p,f,y,n,f,w,w,p,w,o,u
e,x,s,w,f,w,w,p,w,o,g
e,x,y,e,f,p,w,p,w,o,d
e,f,s,g,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
p,f,s,w,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
p,f,s,w,f,w,w,p,w,o,u
e,x,f,n,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,b,y,y,f,w,w,p,w,o,m
e,x,s,g,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
p,x,y,n,f,w,w,p,w,o,u
e,f,s,g,f,w,w,p,w,o,g
e,x,f,n,f,w,g,p,w,o,d
e,f,s,w,f,w,w,p,w,o,g
e,x,f,n,f,g,g,p,w,o,d
e,x,f,g,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
p,f,s,w,f,w,w,p,w,o,g
p,f,s,w,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
e,x,f,n,f,g,p,p,w,o,d
e,x,s,g,f,w,w,p,w,o,g
e,x,y,y,f,w,w,p,w,o,p
e,f,s,w,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,d
e,f,s,g,f,w,w,p,w,o,g
e,f,s,g,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,f,s,g,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
p,f,s,w,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,g
e,b,y,y,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,f,s,g,f,w,w,p,w,o,g
e,x,f,n,f,w,g,p,w,o,d
e,b,s,y,f,w,w,p,w,o,m
e,x,s,w,f,w,w,p,w,o,g
e,f,f,n,f,w,p,p,w,o,d
p,x,s,w,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
p,f,y,w,f,w,w,p,w,o,u
e,x,s,n,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,b,s,y,f,w,w,p,w,o,g
e,f,s,g,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
p,f,s,n,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,x,f,n,f,p,g,p,w,o,d
e,x,s,n,f,w,w,p,w,o,g
e,x,f,e,f,w,p,p,w,o,d
e,x,y,y,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
p,f,s,w,f,w,w,p,w,o,u
e,f,f,g,f,w,g,p,w,o,d
e,f,s,w,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
p,f,y,n,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
e,x,f,n,f,g,w,p,w,o,d
e,x,y,g,f,w,p,p,w,o,d
e,x,y,g,f,w,g,p,w,o,d
e,f,s,n,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
p,f,y,n,f,w,w,p,w,o,u
e,f,f,w,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,x,f,g,f,g,g,p,w,o,d
e,f,f,w,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
e,b,s,y,f,w,w,p,w,o,g
p,x,y,n,f,w,w,p,w,o,g
p,f,s,n,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
p,f,y,n,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
p,x,s,w,f,w,w,p,w,o,u
e,f,s,n,f,w,w,p,w,o,g
p,f,y,w,f,w,w,p,w,o,u
e,f,s,n,f,w,w,p,w,o,g
e,f,s,g,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,x,f,g,f,w,p,p,w,o,d
e,x,f,n,f,g,p,p,w,o,d
e,x,f,n,f,w,w,p,w,o,g
e,x,f,g,f,g,w,p,w,o,d
e,x,s,w,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
e,x,f,n,f,w,p,p,w,o,d
e,x,s,w,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,f,s,g,f,w,w,p,w,o,g
p,f,y,w,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,f,y,y,f,w,w,p,w,o,g
e,x,f,g,f,g,p,p,w,o,d
e,f,s,g,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
p,f,y,w,f,w,w,p,w,o,u
e,x,s,w,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
e,f,s,g,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,x,y,w,f,w,w,p,w,o,m
e,x,s,n,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
p,x,s,w,f,w,w,p,w,o,u
e,x,s,w,f,w,w,p,w,o,g
e,x,f,n,f,g,p,p,w,o,d
e,f,f,g,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
e,f,y,n,f,w,w,p,w,o,p
p,f,y,n,f,w,w,p,w,o,u
e,x,s,n,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,d
p,f,y,w,f,w,w,p,w,o,g
p,x,s,w,f,w,w,p,w,o,u
p,f,s,n,f,w,w,p,w,o,u
e,x,f,n,f,g,p,p,w,o,d
e,b,y,w,f,w,w,p,w,o,m
p,f,y,w,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
e,x,f,n,f,g,p,p,w,o,d
e,x,s,n,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
p,f,y,n,f,w,w,p,w,o,u
p,f,y,w,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
e,x,f,n,f,p,g,p,w,o,d
e,f,s,g,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
p,f,s,n,f,w,w,p,w,o,u
e,x,f,n,f,w,w,p,w,o,g
p,f,y,n,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
e,x,f,n,f,p,p,p,w,o,d
e,x,s,n,f,w,w,p,w,o,g
p,f,s,w,f,w,w,p,w,o,u
e,x,f,n,f,w,g,p,w,o,d
e,x,s,w,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,d
e,x,f,n,f,w,w,p,w,o,g
e,x,y,g,f,g,w,p,w,o,d
e,x,f,n,f,g,g,p,w,o,d
e,x,s,y,f,w,w,p,w,o,d
e,f,f,g,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,x,y,e,f,g,w,p,w,o,d
e,f,s,g,f,w,w,p,w,o,g
p,f,s,w,f,w,w,p,w,o,u
e,f,f,w,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
p,f,y,w,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,f,y,y,f,w,w,p,w,o,g
p,x,y,n,f,w,w,p,w,o,u
e,x,f,w,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
p,f,y,n,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
p,f,s,w,f,w,w,p,w,o,u
e,f,s,n,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,f,s,g,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,b,y,y,f,w,w,p,w,o,m
e,f,f,g,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,x,f,n,f,p,p,p,w,o,d
p,f,s,n,f,w,w,p,w,o,u
e,x,f,n,f,p,g,p,w,o,d
e,x,f,n,f,w,w,p,w,o,g
e,x,f,n,f,w,p,p,w,o,d
e,x,f,w,f,w,w,p,w,o,g
e,f,s,g,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,x,y,y,f,w,w,p,w,o,m
e,x,f,w,f,w,w,p,w,o,d
e,f,f,g,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,b,y,y,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,x,y,w,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,x,y,n,f,w,w,p,w,o,d
e,f,s,g,f,w,w,p,w,o,g
e,x,y,y,f,w,w,p,w,o,m
e,x,s,w,f,w,w,p,w,o,g
p,f,y,w,f,w,w,p,w,o,u
e,f,s,w,f,w,w,p,w,o,g
p,f,s,w,f,w,w,p,w,o,u
e,f,s,g,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
p,x,s,w,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
p,x,s,w,f,w,w,p,w,o,u
e,x,s,g,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
p,f,y,w,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
e,x,y,e,f,g,g,p,w,o,d
p,f,s,n,f,w,w,p,w,o,u
e,f,f,g,f,w,w,p,w,o,g
e,x,y,y,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,b,s,w,f,w,w,p,w,o,m
e,f,s,g,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
p,f,s,n,f,w,w,p,w,o,u
e,x,s,n,f,w,w,p,w,o,g
e,b,y,y,f,w,w,p,w,o,g
e,f,s,g,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,g
e,f,s,g,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,x,f,n,f,p,g,p,w,o,d
e,b,y,w,f,w,w,p,w,o,m
e,x,f,g,f,g,w,p,w,o,d
p,f,y,n,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
p,f,s,n,f,w,w,p,w,o,u
e,f,s,n,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,x,s,y,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
p,x,y,n,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
p,f,y,n,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,x,f,n,f,p,w,p,w,o,d
e,x,f,g,f,w,w,p,w,o,g
p,f,s,n,f,w,w,p,w,o,u
e,f,s,g,f,w,w,p,w,o,g
p,x,s,w,f,w,w,p,w,o,u
e,x,f,n,f,g,g,p,w,o,d
e,x,f,n,f,w,w,p,w,o,g
e,x,y,y,f,w,w,p,w,o,p
e,f,f,w,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,d
e,x,s,g,f,w,w,p,w,o,g
e,f,s,g,f,w,w,p,w,o,g
e,x,y,n,f,w,w,p,w,o,g
e,x,y,g,f,p,g,p,w,o,d
e,f,s,g,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,f,s,g,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,d
e,x,s,n,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,u
p,f,s,w,f,w,w,p,w,o,u
p,f,s,n,f,w,w,p,w,o,g
e,x,f,n,f,w,g,p,w,o,d
e,x,s,w,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,f,s,g,f,w,w,p,w,o,g
e,x,f,e,f,p,p,p,w,o,d
p,f,y,w,f,w,w,p,w,o,u
e,x,f,n,f,w,w,p,w,o,g
e,x,f,n,f,w,g,p,w,o,d
p,f,s,n,f,w,w,p,w,o,u
p,f,s,w,f,w,w,p,w,o,g
p,f,s,w,f,w,w,p,w,o,u
e,f,f,w,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
p,f,s,w,f,w,w,p,w,o,g
p,f,s,w,f,w,w,p,w,o,g
e,f,s,g,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,x,f,n,f,w,g,p,w,o,d
e,x,f,n,f,g,w,p,w,o,d
e,f,f,w,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
e,x,s,y,f,w,w,p,w,o,m
e,f,s,g,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,g
e,x,y,y,f,w,w,p,w,o,g
e,x,s,y,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
p,x,y,n,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
p,x,s,w,f,w,w,p,w,o,u
e,x,y,g,f,p,g,p,w,o,d
p,f,s,w,f,w,w,p,w,o,u
e,x,y,y,f,w,w,p,w,o,g
e,x,y,w,f,w,w,p,w,o,m
e,f,y,n,f,w,w,p,w,o,p
e,x,s,w,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
e,b,s,w,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
e,x,s,y,f,w,w,p,w,o,m
p,f,y,w,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,f,s,g,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
e,x,y,n,f,g,w,p,w,o,d
e,x,f,n,f,g,g,p,w,o,d
e,x,y,y,f,w,w,p,w,o,p
e,x,f,g,f,p,p,p,w,o,d
e,f,f,g,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,x,f,n,f,w,g,p,w,o,d
e,f,s,w,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
p,f,y,n,f,w,w,p,w,o,g
e,x,f,n,f,p,w,p,w,o,d
e,x,f,n,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
p,f,y,n,f,w,w,p,w,o,u
e,f,f,g,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,d
e,x,f,w,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,g
e,x,f,n,f,g,p,p,w,o,d
e,x,s,g,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,x,f,g,f,p,p,p,w,o,d
e,x,y,w,f,w,w,p,w,o,g
e,x,y,w,f,w,w,p,w,o,m
e,f,s,g,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,b,y,y,f,w,w,p,w,o,m
p,f,y,w,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,x,y,n,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
p,x,s,n,f,w,w,p,w,o,u
e,f,s,g,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
p,f,s,n,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,x,f,n,f,g,p,p,w,o,d
e,f,s,w,f,w,w,p,w,o,g
p,f,s,w,f,w,w,p,w,o,u
e,x,f,w,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,f,s,g,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
e,f,y,n,f,w,w,p,w,o,g
p,f,s,w,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,u
p,f,y,n,f,w,w,p,w,o,u
e,f,s,w,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,g
e,f,y,y,f,w,w,p,w,o,p
e,x,f,w,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
p,f,y,n,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,x,f,n,f,p,p,p,w,o,d
e,x,s,g,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,d
e,x,s,w,f,w,w,p,w,o,g
p,x,s,w,f,w,w,p,w,o,u
e,f,s,g,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,x,f,n,f,w,g,p,w,o,d
e,x,y,y,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
e,x,y,y,f,w,w,p,w,o,g
e,x,f,n,f,g,w,p,w,o,d
e,x,f,w,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
p,f,s,n,f,w,w,p,w,o,u
p,f,s,w,f,w,w,p,w,o,u
e,x,s,n,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,u
e,f,s,n,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
p,f,s,w,f,w,w,p,w,o,g
e,b,s,y,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
p,f,y,n,f,w,w,p,w,o,u
e,x,s,g,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
p,f,s,w,f,w,w,p,w,o,u
e,f,s,w,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,f,f,n,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
p,f,y,n,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
p,f,y,w,f,w,w,p,w,o,u
e,f,s,g,f,w,w,p,w,o,g
e,f,y,n,f,w,g,p,w,o,d
e,x,f,g,f,w,w,p,w,o,g
e,x,f,g,f,w,p,p,w,o,d
e,x,y,n,f,p,w,p,w,o,d
e,f,f,n,f,p,g,p,w,o,d
e,f,y,e,f,p,p,p,w,o,d
e,f,s,g,f,w,w,p,w,o,g
e,x,f,g,f,p,p,p,w,o,d
e,x,y,g,f,g,p,p,w,o,d
e,x,f,g,f,w,w,p,w,o,g
p,f,s,n,f,w,w,p,w,o,g
e,f,f,n,f,g,w,p,w,o,d
p,x,s,n,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
e,x,y,y,f,w,w,p,w,o,g
p,x,f,g,f,n,b,p,w,o,g
e,f,s,n,f,w,w,p,w,o,g
e,f,s,w,f,w,w,p,w,o,g
e,x,f,n,f,g,g,p,w,o,d
e,f,s,n,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
p,x,s,w,f,w,w,p,w,o,u
e,f,f,n,f,p,g,p,w,o,d
e,x,y,w,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
e,x,y,e,f,w,g,p,w,o,d
e,f,f,w,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
e,x,y,n,f,w,p,p,w,o,d
e,x,y,g,f,w,g,p,w,o,d
e,x,f,g,f,g,w,p,w,o,d
e,f,s,w,f,w,w,p,w,o,g
e,x,f,g,f,p,w,p,w,o,d
e,x,f,n,f,g,g,p,w,o,d
e,x,f,e,f,g,w,p,w,o,d
e,x,y,n,f,p,g,p,w,o,d
e,f,f,w,f,w,w,p,w,o,g
e,x,y,n,f,p,w,p,w,o,d
e,x,s,g,f,w,w,p,w,o,g
e,x,f,g,f,w,w,p,w,o,g
e,f,f,w,f,w,w,p,w,o,g
e,x,y,g,f,w,p,p,w,o,d
p,f,y,n,f,w,w,p,w,o,u
e,x,y,e,f,p,g,p,w,o,d
e,f,f,w,f,w,w,p,w,o,g
e,f,s,g,f,w,w,p,w,o,g
e,x,y,g,f,g,p,p,w,o,d
e,f,f,g,f,p,w,p,w,o,d
e,x,f,n,f,g,w,p,w,o,d
e,f,f,e,f,w,p,p,w,o,d
e,x,s,w,f,w,w,p,w,o,g
e,x,f,e,f,w,g,p,w,o,d
e,x,f,n,f,w,p,p,w,o,d
e,x,f,g,f,w,w,p,w,o,d
e,x,f,n,f,p,w,p,w,o,d
e,x,f,y,f,w,w,p,w,o,d
e,x,f,e,f,g,g,p,w,o,d
p,f,s,w,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
e,x,f,e,f,g,g,p,w,o,d
e,x,y,n,f,p,p,p,w,o,d
e,x,f,w,f,w,w,p,w,o,g
e,x,f,g,f,p,w,p,w,o,d
e,x,s,g,f,w,w,p,w,o,g
e,x,y,e,f,p,g,p,w,o,d
e,x,y,n,f,p,w,p,w,o,d
e,x,s,w,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,f,f,e,f,p,g,p,w,o,d
e,f,f,w,f,w,w,p,w,o,g
e,f,f,g,f,w,w,p,w,o,g
e,x,y,e,f,g,g,p,w,o,d
e,x,f,e,f,p,w,p,w,o,d
e,x,y,g,f,w,w,p,w,o,d
e,x,f,e,f,w,g,p,w,o,d
e,f,s,n,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
e,x,s,w,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
e,x,f,e,f,g,p,p,w,o,d
e,x,f,n,f,g,g,p,w,o,d
e,f,f,n,f,g,p,p,w,o,d
e,f,f,w,f,w,w,p,w,o,d
e,f,f,w,f,w,w,p,w,o,g
p,f,y,w,f,w,w,p,w,o,g
e,f,f,g,f,g,g,p,w,o,d
e,x,f,n,f,w,g,p,w,o,d
e,x,s,w,f,w,w,p,w,o,g
e,x,f,w,f,w,w,p,w,o,g
e,x,s,n,f,w,w,p,w,o,g
e,x,f,n,f,w,w,p,w,o,g
e,x,s,g,f,w,w,p,w,o,g
e,x,y,n,f,g,g,p,w,o,d
